CINUM,SOURCECI,RELATIONNUM,TARGETCI,ISPRIMARYFIREWALL,Import_Error
F5VIP-10.19.192.145: 8080,F5VIP-10.19.192.145: 8080,RELATION.LOADBALANCES,SERVER-10.19.192.141,,
F5VIP-10.19.39.114: 443,F5VIP-10.19.39.114: 443,RELATION.LOADBALANCES,SERVER-10.19.39.116,,
F5VIP-10.19.251.114: 443,F5VIP-10.19.251.114: 443,RELATION.LOADBALANCES,SERVER-10.19.251.116,,
F5VIP-10.190.10.7: 443,F5VIP-10.190.10.7: 443,RELATION.LOADBALANCES,SERVER-10.190.10.3,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.186.59: 443,F5VIP-10.19.186.59: 443,RELATION.LOADBALANCES,SERVER-10.19.186.51,,
F5VIP-10.19.36.183: 6443,F5VIP-10.19.36.183: 6443,RELATION.LOADBALANCES,SERVER-10.19.36.181,,
F5VIP-10.19.36.183: 8443,F5VIP-10.19.36.183: 8443,RELATION.LOADBALANCES,SERVER-10.19.36.181,,
F5VIP-10.19.255.197: 443,F5VIP-10.19.255.197: 443,RELATION.LOADBALANCES,SERVER-10.19.255.196,,
F5VIP-10.22.247.20: 8443,F5VIP-10.22.247.20: 8443,RELATION.LOADBALANCES,SERVER-10.22.247.19,,
F5VIP-10.19.67.201: 3000,F5VIP-10.19.67.201: 3000,RELATION.LOADBALANCES,SERVER-10.19.67.198,,
F5VIP-10.19.67.201: 443,F5VIP-10.19.67.201: 443,RELATION.LOADBALANCES,SERVER-10.19.67.200,,
F5VIP-10.19.67.201: 9301,F5VIP-10.19.67.201: 9301,RELATION.LOADBALANCES,SERVER-10.19.67.198,,
F5VIP-10.19.67.201: 9302,F5VIP-10.19.67.201: 9302,RELATION.LOADBALANCES,SERVER-10.19.67.198,,
F5VIP-10.190.5.102: 443,F5VIP-10.190.5.102: 443,RELATION.LOADBALANCES,SERVER-10.190.5.100,,
F5VIP-10.190.5.102: 8080,F5VIP-10.190.5.102: 8080,RELATION.LOADBALANCES,SERVER-10.190.5.100,,
F5VIP-10.190.5.116: 443,F5VIP-10.190.5.116: 443,RELATION.LOADBALANCES,SERVER-10.190.5.115,,
F5VIP-10.190.5.116: 80,F5VIP-10.190.5.116: 80,RELATION.LOADBALANCES,SERVER-10.190.5.115,,
F5VIP-10.190.7.199: 443,F5VIP-10.190.7.199: 443,RELATION.LOADBALANCES,SERVER-10.190.7.195,,
F5VIP-10.19.11.52: 443,F5VIP-10.19.11.52: 443,RELATION.LOADBALANCES,SERVER-10.19.11.47,,
F5VIP-10.19.11.53: 443,F5VIP-10.19.11.53: 443,RELATION.LOADBALANCES,SERVER-10.19.11.49,,
F5VIP-10.19.11.53: 80,F5VIP-10.19.11.53: 80,RELATION.LOADBALANCES,SERVER-10.19.11.49,,
F5VIP-10.19.253.245: 443,F5VIP-10.19.253.245: 443,RELATION.LOADBALANCES,SERVER-10.19.253.244,,
F5VIP-10.19.12.45: 80,F5VIP-10.19.12.45: 80,RELATION.LOADBALANCES,SERVER-10.19.12.44,,
F5VIP-10.19.26.148: 3000,F5VIP-10.19.26.148: 3000,RELATION.LOADBALANCES,SERVER-10.19.26.147,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.26.148: 3389,F5VIP-10.19.26.148: 3389,RELATION.LOADBALANCES,SERVER-10.19.26.147,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.26.148: 443,F5VIP-10.19.26.148: 443,RELATION.LOADBALANCES,SERVER-10.19.26.147,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.26.148: 8443,F5VIP-10.19.26.148: 8443,RELATION.LOADBALANCES,SERVER-10.19.26.147,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.255.122: 7070,F5VIP-10.19.255.122: 7070,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.255.122: 80,F5VIP-10.19.255.122: 80,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.255.122: 8080,F5VIP-10.19.255.122: 8080,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.255.122: 8085,F5VIP-10.19.255.122: 8085,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.255.122: 8086,F5VIP-10.19.255.122: 8086,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.255.122: 8088,F5VIP-10.19.255.122: 8088,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.255.122: 90,F5VIP-10.19.255.122: 90,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.255.122: 9090,F5VIP-10.19.255.122: 9090,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.255.122: 97,F5VIP-10.19.255.122: 97,RELATION.LOADBALANCES,SERVER-10.19.255.118,,
F5VIP-10.19.139.25: 80,F5VIP-10.19.139.25: 80,RELATION.LOADBALANCES,SERVER-10.19.139.21,,
F5VIP-10.19.139.25: 8080,F5VIP-10.19.139.25: 8080,RELATION.LOADBALANCES,SERVER-10.19.139.21,,
F5VIP-10.19.139.25: 90,F5VIP-10.19.139.25: 90,RELATION.LOADBALANCES,SERVER-10.19.139.27,,
F5VIP-10.19.139.25: 9090,F5VIP-10.19.139.25: 9090,RELATION.LOADBALANCES,SERVER-10.19.139.27,,
F5VIP-10.19.255.150: 7070,F5VIP-10.19.255.150: 7070,RELATION.LOADBALANCES,SERVER-10.19.255.149,,
F5VIP-10.19.255.150: 80,F5VIP-10.19.255.150: 80,RELATION.LOADBALANCES,SERVER-10.19.255.149,,
F5VIP-10.19.255.150: 8080,F5VIP-10.19.255.150: 8080,RELATION.LOADBALANCES,SERVER-10.19.255.149,,
F5VIP-10.20.126.30: 80,F5VIP-10.20.126.30: 80,RELATION.LOADBALANCES,SERVER-10.20.126.17,,
F5VIP-10.22.92.4: 3443,F5VIP-10.22.92.4: 3443,RELATION.LOADBALANCES,SERVER-10.22.92.3,,
F5VIP-10.22.92.4: 35063,F5VIP-10.22.92.4: 35063,RELATION.LOADBALANCES,SERVER-10.22.92.3,,
F5VIP-10.22.92.4: 35100,F5VIP-10.22.92.4: 35100,RELATION.LOADBALANCES,SERVER-10.22.92.3,,
F5VIP-10.22.92.4: 35101,F5VIP-10.22.92.4: 35101,RELATION.LOADBALANCES,SERVER-10.22.92.3,,
F5VIP-10.22.92.4: 35103,F5VIP-10.22.92.4: 35103,RELATION.LOADBALANCES,SERVER-10.22.92.3,,
F5VIP-10.22.92.4: 443,F5VIP-10.22.92.4: 443,RELATION.LOADBALANCES,SERVER-10.22.92.3,,
F5VIP-10.22.92.4: 80,F5VIP-10.22.92.4: 80,RELATION.LOADBALANCES,SERVER-10.22.92.3,,
F5VIP-10.19.32.167: 3443,F5VIP-10.19.32.167: 3443,RELATION.LOADBALANCES,SERVER-10.19.32.166,,
F5VIP-10.19.32.167: 35063,F5VIP-10.19.32.167: 35063,RELATION.LOADBALANCES,SERVER-10.19.32.166,,
F5VIP-10.19.32.167: 35100,F5VIP-10.19.32.167: 35100,RELATION.LOADBALANCES,SERVER-10.19.32.166,,
F5VIP-10.19.32.167: 35101,F5VIP-10.19.32.167: 35101,RELATION.LOADBALANCES,SERVER-10.19.32.166,,
F5VIP-10.19.32.167: 35103,F5VIP-10.19.32.167: 35103,RELATION.LOADBALANCES,SERVER-10.19.32.166,,
F5VIP-10.19.32.167: 443,F5VIP-10.19.32.167: 443,RELATION.LOADBALANCES,SERVER-10.19.32.166,,
F5VIP-10.20.129.151: 7801,F5VIP-10.20.129.151: 7801,RELATION.LOADBALANCES,SERVER-10.20.129.155,,
F5VIP-10.20.129.151: 7802,F5VIP-10.20.129.151: 7802,RELATION.LOADBALANCES,SERVER-10.20.129.155,,
F5VIP-10.20.129.152: 443,F5VIP-10.20.129.152: 443,RELATION.LOADBALANCES,SERVER-10.20.129.145,,
F5VIP-10.20.129.152: 80,F5VIP-10.20.129.152: 80,RELATION.LOADBALANCES,SERVER-10.20.129.145,,
F5VIP-10.20.126.58: 7800,F5VIP-10.20.126.58: 7800,RELATION.LOADBALANCES,SERVER-10.20.126.57,,
F5VIP-10.19.247.7: 80,F5VIP-10.19.247.7: 80,RELATION.LOADBALANCES,SERVER-10.19.247.6,,
F5VIP-10.19.247.7: 773,F5VIP-10.19.247.7: 773,RELATION.LOADBALANCES,SERVER-10.19.247.6,,
F5VIP-10.19.44.103: 443,F5VIP-10.19.44.103: 443,RELATION.LOADBALANCES,SERVER-10.19.44.102,,
F5VIP-10.19.39.22: 3389,F5VIP-10.19.39.22: 3389,RELATION.LOADBALANCES,SERVER-10.19.39.21,,
F5VIP-10.19.39.22: 443,F5VIP-10.19.39.22: 443,RELATION.LOADBALANCES,SERVER-10.19.39.21,,
F5VIP-10.19.29.102: 443,F5VIP-10.19.29.102: 443,RELATION.LOADBALANCES,SERVER-10.19.29.99,,
F5VIP-10.19.28.30: 443,F5VIP-10.19.28.30: 443,RELATION.LOADBALANCES,SERVER-10.19.28.18,,
F5VIP-10.19.28.30: 80,F5VIP-10.19.28.30: 80,RELATION.LOADBALANCES,SERVER-10.19.28.18,,
F5VIP-10.19.87.8: 443,F5VIP-10.19.87.8: 443,RELATION.LOADBALANCES,SERVER-10.19.87.7,,
F5VIP-10.19.87.8: 80,F5VIP-10.19.87.8: 80,RELATION.LOADBALANCES,SERVER-10.19.87.7,,
F5VIP-10.19.100.75: 1812,F5VIP-10.19.100.75: 1812,RELATION.LOADBALANCES,SERVER-10.19.100.71,,
F5VIP-10.19.100.75: 1813,F5VIP-10.19.100.75: 1813,RELATION.LOADBALANCES,SERVER-10.19.100.71,,
F5VIP-10.19.100.75: 8888,F5VIP-10.19.100.75: 8888,RELATION.LOADBALANCES,SERVER-10.19.100.71,,
F5VIP-10.19.5.17: 80,F5VIP-10.19.5.17: 80,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 100,F5VIP-10.19.5.17: 100,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 10030,F5VIP-10.19.5.17: 10030,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 10040,F5VIP-10.19.5.17: 10040,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 10070,F5VIP-10.19.5.17: 10070,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 1050,F5VIP-10.19.5.17: 1050,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 10500,F5VIP-10.19.5.17: 10500,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 1060,F5VIP-10.19.5.17: 1060,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 10600,F5VIP-10.19.5.17: 10600,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 10700,F5VIP-10.19.5.17: 10700,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 1090,F5VIP-10.19.5.17: 1090,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 4040,F5VIP-10.19.5.17: 4040,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 443,F5VIP-10.19.5.17: 443,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 6060,F5VIP-10.19.5.17: 6060,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 70,F5VIP-10.19.5.17: 70,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 8443,F5VIP-10.19.5.17: 8443,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 8444,F5VIP-10.19.5.17: 8444,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 8445,F5VIP-10.19.5.17: 8445,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.5.17: 90,F5VIP-10.19.5.17: 90,RELATION.LOADBALANCES,SERVER-10.19.5.19,,
F5VIP-10.19.249.243: 443,F5VIP-10.19.249.243: 443,RELATION.LOADBALANCES,SERVER-10.19.249.245,,
F5VIP-10.19.249.243: 8443,F5VIP-10.19.249.243: 8443,RELATION.LOADBALANCES,SERVER-10.19.249.245,,
F5VIP-10.19.249.243: 8787,F5VIP-10.19.249.243: 8787,RELATION.LOADBALANCES,SERVER-10.19.249.245,,
F5VIP-10.19.249.243: 9002,F5VIP-10.19.249.243: 9002,RELATION.LOADBALANCES,SERVER-10.19.249.245,,
F5VIP-10.22.75.6: 443,F5VIP-10.22.75.6: 443,RELATION.LOADBALANCES,SERVER-10.22.75.3,,
F5VIP-10.19.40.166: 443,F5VIP-10.19.40.166: 443,RELATION.LOADBALANCES,SERVER-10.19.40.163,,
F5VIP-10.19.31.68: 443,F5VIP-10.19.31.68: 443,RELATION.LOADBALANCES,SERVER-10.19.31.67,,
F5VIP-10.19.144.150: 8012,F5VIP-10.19.144.150: 8012,RELATION.LOADBALANCES,SERVER-10.19.144.149,,
F5VIP-10.19.26.10: 443,F5VIP-10.19.26.10: 443,RELATION.LOADBALANCES,SERVER-10.19.26.6,,
F5VIP-10.19.30.206: 7800,F5VIP-10.19.30.206: 7800,RELATION.LOADBALANCES,SERVER-10.19.30.197,,
F5VIP-10.19.30.206: 7801,F5VIP-10.19.30.206: 7801,RELATION.LOADBALANCES,SERVER-10.19.30.197,,
F5VIP-10.19.30.206: 7802,F5VIP-10.19.30.206: 7802,RELATION.LOADBALANCES,SERVER-10.19.30.197,,
F5VIP-10.19.30.206: 7804,F5VIP-10.19.30.206: 7804,RELATION.LOADBALANCES,SERVER-10.19.30.197,,
F5VIP-10.19.30.206: 7805,F5VIP-10.19.30.206: 7805,RELATION.LOADBALANCES,SERVER-10.19.30.197,,
F5VIP-10.19.248.87: 443,F5VIP-10.19.248.87: 443,RELATION.LOADBALANCES,SERVER-10.19.248.83,,
F5VIP-10.190.5.135: 10062,F5VIP-10.190.5.135: 10062,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.190.5.135: 10520,F5VIP-10.190.5.135: 10520,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.190.5.135: 10521,F5VIP-10.190.5.135: 10521,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.190.5.135: 10522,F5VIP-10.190.5.135: 10522,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.190.5.135: 34001,F5VIP-10.190.5.135: 34001,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.190.5.135: 34987,F5VIP-10.190.5.135: 34987,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.190.5.135: 34988,F5VIP-10.190.5.135: 34988,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.190.5.135: 36363,F5VIP-10.190.5.135: 36363,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.190.5.135: 443,F5VIP-10.190.5.135: 443,RELATION.LOADBALANCES,SERVER-10.190.5.134,,
F5VIP-10.22.75.6: 5672,F5VIP-10.22.75.6: 5672,RELATION.LOADBALANCES,SERVER-10.22.75.5,,
F5VIP-10.19.40.166: 5672,F5VIP-10.19.40.166: 5672,RELATION.LOADBALANCES,SERVER-10.19.40.165,,
F5VIP-10.19.142.139: 8003,F5VIP-10.19.142.139: 8003,RELATION.LOADBALANCES,SERVER-10.19.142.138,,
F5VIP-10.19.34.11: 443,F5VIP-10.19.34.11: 443,RELATION.LOADBALANCES,SERVER-10.19.34.3,,
F5VIP-10.19.34.11: 6443,F5VIP-10.19.34.11: 6443,RELATION.LOADBALANCES,SERVER-10.19.34.3,,
F5VIP-10.19.34.11: 9345,F5VIP-10.19.34.11: 9345,RELATION.LOADBALANCES,SERVER-10.19.34.3,,
F5VIP-10.19.26.115: 443,F5VIP-10.19.26.115: 443,RELATION.LOADBALANCES,SERVER-10.19.26.121,,
F5VIP-10.19.31.180: 443,F5VIP-10.19.31.180: 443,RELATION.LOADBALANCES,SERVER-10.19.31.179,,
F5VIP-10.19.31.180: 80,F5VIP-10.19.31.180: 80,RELATION.LOADBALANCES,SERVER-10.19.31.179,,
F5VIP-10.19.31.164: 443,F5VIP-10.19.31.164: 443,RELATION.LOADBALANCES,SERVER-10.19.31.163,,
F5VIP-10.19.31.164: 80,F5VIP-10.19.31.164: 80,RELATION.LOADBALANCES,SERVER-10.19.31.163,,
F5VIP-10.19.31.148: 443,F5VIP-10.19.31.148: 443,RELATION.LOADBALANCES,SERVER-10.19.31.147,,
F5VIP-10.19.31.148: 80,F5VIP-10.19.31.148: 80,RELATION.LOADBALANCES,SERVER-10.19.31.147,,
F5VIP-10.19.72.7: 443,F5VIP-10.19.72.7: 443,RELATION.LOADBALANCES,SERVER-10.19.72.3,,
F5VIP-10.19.248.196: 443,F5VIP-10.19.248.196: 443,RELATION.LOADBALANCES,SERVER-10.19.248.195,,
F5VIP-10.19.248.132: 443,F5VIP-10.19.248.132: 443,RELATION.LOADBALANCES,SERVER-10.19.248.131,,
F5VIP-10.19.67.135: 443,F5VIP-10.19.67.135: 443,RELATION.LOADBALANCES,SERVER-10.19.67.134,,
F5VIP-10.19.67.135: 8443,F5VIP-10.19.67.135: 8443,RELATION.LOADBALANCES,SERVER-10.19.67.134,,
F5VIP-10.19.67.135: 8444,F5VIP-10.19.67.135: 8444,RELATION.LOADBALANCES,SERVER-10.19.67.134,,
F5VIP-10.19.139.148: 443,F5VIP-10.19.139.148: 443,RELATION.LOADBALANCES,SERVER-10.19.139.147,,
F5VIP-10.19.47.116: 443,F5VIP-10.19.47.116: 443,RELATION.LOADBALANCES,SERVER-10.19.47.115,,
F5VIP-10.19.248.212: 443,F5VIP-10.19.248.212: 443,RELATION.LOADBALANCES,SERVER-10.19.248.211,,
F5VIP-10.22.247.20: 443,F5VIP-10.22.247.20: 443,RELATION.LOADBALANCES,SERVER-10.22.247.19,,
F5VIP-10.19.172.36: 443,F5VIP-10.19.172.36: 443,RELATION.LOADBALANCES,SERVER-10.19.172.35,,
F5VIP-10.19.20.41: 8443,F5VIP-10.19.20.41: 8443,RELATION.LOADBALANCES,SERVER-10.19.20.38,,
F5VIP-10.19.20.41: 443,F5VIP-10.19.20.41: 443,RELATION.LOADBALANCES,SERVER-10.19.20.36,,
F5VIP-10.19.20.13: 8443,F5VIP-10.19.20.13: 8443,RELATION.LOADBALANCES,SERVER-10.19.20.8,,
F5VIP-10.19.172.7: 443,F5VIP-10.19.172.7: 443,RELATION.LOADBALANCES,SERVER-10.19.172.3,,
F5VIP-10.19.20.13: 443,F5VIP-10.19.20.13: 443,RELATION.LOADBALANCES,SERVER-10.19.20.6,,
F5VIP-10.19.40.135: 443,F5VIP-10.19.40.135: 443,RELATION.LOADBALANCES,SERVER-10.19.40.137,,
F5VIP-10.19.191.210: 4040,F5VIP-10.19.191.210: 4040,RELATION.LOADBALANCES,SERVER-10.19.191.212,,
F5VIP-10.19.191.210: 80,F5VIP-10.19.191.210: 80,RELATION.LOADBALANCES,SERVER-10.19.191.212,,
F5VIP-10.19.191.210: 443,F5VIP-10.19.191.210: 443,RELATION.LOADBALANCES,SERVER-10.19.191.212,,
F5VIP-10.19.86.244: 6000,F5VIP-10.19.86.244: 6000,RELATION.LOADBALANCES,SERVER-10.19.86.246,,
F5VIP-10.19.86.244: 443,F5VIP-10.19.86.244: 443,RELATION.LOADBALANCES,SERVER-10.19.86.246,,
F5VIP-10.19.66.164: 443,F5VIP-10.19.66.164: 443,RELATION.LOADBALANCES,SERVER-10.19.66.166,,
F5VIP-10.19.66.164: 6000,F5VIP-10.19.66.164: 6000,RELATION.LOADBALANCES,SERVER-10.19.66.166,,
F5VIP-10.19.66.148: 443,F5VIP-10.19.66.148: 443,RELATION.LOADBALANCES,SERVER-10.19.66.150,,
F5VIP-10.19.66.148: 6000,F5VIP-10.19.66.148: 6000,RELATION.LOADBALANCES,SERVER-10.19.66.150,,
F5VIP-10.19.66.116: 6000,F5VIP-10.19.66.116: 6000,RELATION.LOADBALANCES,SERVER-10.19.66.118,,
F5VIP-10.19.66.100: 443,F5VIP-10.19.66.100: 443,RELATION.LOADBALANCES,SERVER-10.19.66.102,,
F5VIP-10.19.246.132: 443,F5VIP-10.19.246.132: 443,RELATION.LOADBALANCES,SERVER-10.19.246.134,,
F5VIP-10.19.66.36: 443,F5VIP-10.19.66.36: 443,RELATION.LOADBALANCES,SERVER-10.19.66.38,,
F5VIP-10.19.66.4: 443,F5VIP-10.19.66.4: 443,RELATION.LOADBALANCES,SERVER-10.19.66.6,,
F5VIP-10.19.86.228: 443,F5VIP-10.19.86.228: 443,RELATION.LOADBALANCES,SERVER-10.19.86.230,,
F5VIP-10.19.86.228: 6000,F5VIP-10.19.86.228: 6000,RELATION.LOADBALANCES,SERVER-10.19.86.230,,
F5VIP-10.19.86.228: 8008,F5VIP-10.19.86.228: 8008,RELATION.LOADBALANCES,SERVER-10.19.86.229,,
F5VIP-10.19.67.100: 443,F5VIP-10.19.67.100: 443,RELATION.LOADBALANCES,SERVER-10.19.67.102,,
F5VIP-10.19.67.100: 6000,F5VIP-10.19.67.100: 6000,RELATION.LOADBALANCES,SERVER-10.19.67.102,,
F5VIP-10.19.67.84: 443,F5VIP-10.19.67.84: 443,RELATION.LOADBALANCES,SERVER-10.19.67.86,,
F5VIP-10.19.67.84: 6000,F5VIP-10.19.67.84: 6000,RELATION.LOADBALANCES,SERVER-10.19.67.86,,
F5VIP-10.19.67.52: 6000,F5VIP-10.19.67.52: 6000,RELATION.LOADBALANCES,SERVER-10.19.67.54,,
F5VIP-10.19.67.36: 443,F5VIP-10.19.67.36: 443,RELATION.LOADBALANCES,SERVER-10.19.67.38,,
F5VIP-10.19.246.148: 443,F5VIP-10.19.246.148: 443,RELATION.LOADBALANCES,SERVER-10.19.246.150,,
F5VIP-10.19.246.148: 80,F5VIP-10.19.246.148: 80,RELATION.LOADBALANCES,SERVER-10.19.246.150,,
F5VIP-10.19.67.20: 443,F5VIP-10.19.67.20: 443,RELATION.LOADBALANCES,SERVER-10.19.67.22,,
F5VIP-10.19.67.3: 443,F5VIP-10.19.67.3: 443,RELATION.LOADBALANCES,SERVER-10.19.67.6,,
F5VIP-10.19.194.200: 80,F5VIP-10.19.194.200: 80,RELATION.LOADBALANCES,SERVER-10.19.194.209,,
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.38.179,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.163, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.172.163,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.163, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.172.163,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.163, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.245.163,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.163, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.245.163,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.163, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 80,F5VIP-10.19.38.180: 80,RELATION.LOADBALANCES,SERVER-10.19.38.179,,
F5VIP-10.20.129.20: 80,F5VIP-10.20.129.20: 80,RELATION.LOADBALANCES,SERVER-10.20.129.21,,
F5VIP-10.20.129.20: 443,F5VIP-10.20.129.20: 443,RELATION.LOADBALANCES,SERVER-10.20.129.21,,
F5VIP-10.19.246.105: 443,F5VIP-10.19.246.105: 443,RELATION.LOADBALANCES,SERVER-10.19.246.99,,
F5VIP-10.19.135.140: 443,F5VIP-10.19.135.140: 443,RELATION.LOADBALANCES,SERVER-10.19.135.136,,
F5VIP-10.19.135.115: 443,F5VIP-10.19.135.115: 443,RELATION.LOADBALANCES,SERVER-10.19.135.106,,
F5VIP-10.19.35.74: 443,F5VIP-10.19.35.74: 443,RELATION.LOADBALANCES,SERVER-10.19.135.136,,
F5VIP-10.19.135.110: 443,F5VIP-10.19.135.110: 443,RELATION.LOADBALANCES,SERVER-10.19.135.106,,
F5VIP-10.19.20.103: 443,F5VIP-10.19.20.103: 443,RELATION.LOADBALANCES,SERVER-10.19.20.99,,
F5VIP-10.19.63.21: 443,F5VIP-10.19.63.21: 443,RELATION.LOADBALANCES,SERVER-10.19.63.19,,
F5VIP-10.19.63.21: 5443,F5VIP-10.19.63.21: 5443,RELATION.LOADBALANCES,SERVER-10.19.63.19,,
F5VIP-10.19.63.21: 6443,F5VIP-10.19.63.21: 6443,RELATION.LOADBALANCES,SERVER-10.19.63.19,,
F5VIP-10.19.63.21: 7443,F5VIP-10.19.63.21: 7443,RELATION.LOADBALANCES,SERVER-10.19.63.19,,
F5VIP-10.19.63.21: 80,F5VIP-10.19.63.21: 80,RELATION.LOADBALANCES,SERVER-10.19.63.19,,
F5VIP-10.19.63.21: 8443,F5VIP-10.19.63.21: 8443,RELATION.LOADBALANCES,SERVER-10.19.63.19,,
F5VIP-10.19.63.21: 9443,F5VIP-10.19.63.21: 9443,RELATION.LOADBALANCES,SERVER-10.19.63.19,,
F5VIP-10.20.20.88: 443,F5VIP-10.20.20.88: 443,RELATION.LOADBALANCES,SERVER-10.20.20.75,,
F5VIP-10.20.20.88: 80,F5VIP-10.20.20.88: 80,RELATION.LOADBALANCES,SERVER-10.20.20.75,,
F5VIP-10.19.245.50: 443,F5VIP-10.19.245.50: 443,RELATION.LOADBALANCES,SERVER-10.19.245.52,,
F5VIP-10.19.246.180: 443,F5VIP-10.19.246.180: 443,RELATION.LOADBALANCES,SERVER-10.19.246.179,,
F5VIP-10.19.172.71: 443,F5VIP-10.19.172.71: 443,RELATION.LOADBALANCES,SERVER-10.19.172.67,,
F5VIP-10.19.20.69: 443,F5VIP-10.19.20.69: 443,RELATION.LOADBALANCES,SERVER-10.19.20.71,,
F5VIP-10.19.252.202: 443,F5VIP-10.19.252.202: 443,RELATION.LOADBALANCES,SERVER-10.19.252.200,,
F5VIP-10.19.252.202: 80,F5VIP-10.19.252.202: 80,RELATION.LOADBALANCES,SERVER-10.19.252.200,,
F5VIP-10.19.249.17: 7891,F5VIP-10.19.249.17: 7891,RELATION.LOADBALANCES,SERVER-10.19.249.15,,
